Sex,Age,Year,Month,Day,Street_Number,Birthday,Surname,City,Street,State_Voted,State,Name
Female,30,1990,2,17,4,1990-2-17,Emerson,Pembroke Pines,Hill,Florida,Florida,Judy
Male,87,1933,4,10,100,1933-4-10,Owen,Austin,Fifth,Texas,Texas,Benjamin
Female,86,1934,4,23,78,1934-4-23,Bright,St. Louis,Eighth,Missouri,Missouri,Ashley
Male,22,1998,6,27,4,1998-6-27,Hendricks,Tallahassee,Fourth,Florida,Florida,James
Female,46,1974,10,19,9,1974-10-19,Good,Arlington,View,Texas,Texas,Stephanie
Female,68,1952,4,1,54,1952-4-1,Tyler,Colorado Springs,Sixth,Colorado,Colorado,Olivia
Male,58,1962,11,27,53,1962-11-27,Contreras,Eugene,Second,Oregon,Oregon,Edward
Female,89,1931,5,18,8,1931-5-18,Griffin,Denver,First,Colorado,Colorado,Beverly
Male,79,1941,3,8,64,1941-3-8,Mcbride,Wichita,Main,Kansas,Kansas,Donald
Male,84,1936,9,12,35,1936-9-12,Pruitt,Tallahassee,Eighth,Florida,Florida,Andrew
Female,89,1931,7,16,86,1931-7-16,Mueller,Detroit,Oak,Michigan,Michigan,Cynthia
Female,45,1975,9,23,29,1975-9-23,Knox,Scottsdale,Cedar,Arizona,Arizona,Doris
Female,30,1990,10,18,23,1990-10-18,Cooke,Sacramento,Third,California,California,Marie
Female,44,1976,2,23,70,1976-2-23,Harrington,Sunnyvale,Eighth,California,California,Olivia
Female,68,1952,6,8,11,1952-6-8,Walsh,El Paso,Maple,Texas,Texas,Julia
Male,48,1972,3,2,67,1972-3-2,Schultz,Toledo,Sixth,Ohio,Ohio,Willie
Male,80,1940,7,24,10,1940-7-24,Holden,Chesapeake,Fourth,Virginia,Virginia,Peter
Female,50,1970,10,6,85,1970-10-6,Mathis,Grand Prairie,Pine,Texas,Texas,Catherine
Male,19,2001,2,20,67,2001-2-20,Combs,Los Angeles,Hill,California,California,Nathan
Female,71,1949,9,18,20,1949-9-18,Holmes,Corpus Christi,Sixth,Texas,Texas,Ruth
Male,52,1968,1,6,17,1968-1-6,Barker,Dallas,View,Texas,Texas,Alexander
Female,28,1992,5,10,72,1992-5-10,Massey,Escondido,Oak,California,California,Diane
Female,85,1935,5,9,100,1935-5-9,Lowery,Pomona,Oak,California,California,Kayla
Male,52,1968,12,3,11,1968-12-3,Ballard,Santa Clarita,First,California,California,Gary
Male,73,1947,11,8,91,1947-11-8,Beard,Metairie,Main,Louisiana,Louisiana,Roy
Male,49,1971,12,11,45,1971-12-11,Vargas,Garland,Fourth,Texas,Texas,Jason
Female,48,1972,7,17,78,1972-7-17,Giles,Pembroke Pines,Fifth,Florida,Florida,Grace
Female,64,1956,2,18,2,1956-2-18,Gregory,Providence,Cedar,Rhode Island,Rhode Island,Emma
Female,60,1960,11,30,18,1960-11-30,Gonzalez,Tulsa,Third,Oklahoma,Oklahoma,Elizabeth
Male,67,1953,2,1,48,1953-2-1,Owen,Lancaster,Sixth,California,California,Jerry
Male,74,1946,2,14,76,1946-2-14,Howe,Little Rock,Sixth,Arkansas,Arkansas,Ronald
Female,78,1942,8,19,31,1942-8-19,Lewis,Chesapeake,Second,Virginia,Virginia,Kelly
Male,81,1939,1,20,14,1939-1-20,Parker,Olathe,Hill,North Carolina,Kansas,Alan
Male,42,1978,10,19,4,1978-10-19,Yates,Stockton,Fourth,California,California,Nathan
Male,86,1934,6,21,69,1934-6-21,Gregory,Louisville,Cedar,Kentucky,Kentucky,Joseph
Male,55,1965,3,17,7,1965-3-17,Valencia,Jersey City,Eighth,New Jersey,New Jersey,George
Male,32,1988,11,11,56,1988-11-11,Henson,Birmingham,Main,Alabama,Alabama,Jordan
Male,82,1938,8,16,31,1938-8-16,Bond,Chula Vista,View,California,California,Logan
Female,63,1957,3,11,64,1957-3-11,Palmer,Moreno Valley,Second,California,California,Megan
Female,27,1993,4,9,69,1993-4-9,Berry,Tulsa,Cedar,Oklahoma,Oklahoma,Joyce
Male,24,1996,3,22,52,1996-3-22,Leonard,San Juan,Elm,Puerto Rico,Puerto Rico,Gregory
Male,80,1940,1,15,75,1940-1-15,Roberson,Columbus,Lake,Ohio,Ohio,Philip
Male,79,1941,11,26,29,1941-11-26,Farmer,Portland,Eighth,Oregon,Oregon,Bobby
Female,70,1950,7,29,12,1950-7-29,Saunders,Omaha,Elm,Nebraska,Nebraska,Helen
Female,59,1961,6,25,41,1961-6-25,Neal,Riverside,Third,Pennsylvania,California,Theresa
Female,24,1996,1,2,63,1996-1-2,Chan,Garland,View,Texas,Texas,Angela
Male,40,1980,12,27,66,1980-12-27,Maynard,Modesto,Ninth,California,California,Raymond
Female,73,1947,4,17,70,1947-4-17,Bruce,Baton Rouge,Maple,Louisiana,Louisiana,Evelyn
Male,21,1999,10,31,95,1999-10-31,Bernard,Fort Worth,Cedar,Texas,Texas,Austin
Female,82,1938,3,4,55,1938-3-4,Hutchinson,San Diego,Third,California,California,Betty
Female,59,1961,9,3,19,1961-9-3,Blake,Newport News,Pine,Virginia,Virginia,Julie
Male,86,1934,3,15,14,1934-3-15,Hinton,Arlington,Pine,Texas,Texas,George
Male,77,1943,9,30,11,1943-9-30,Lucas,Denton,Oak,Texas,Texas,Billy
Female,52,1968,12,2,20,1968-12-2,Yang,San Juan,Lake,Puerto Rico,Puerto Rico,Emma
Male,78,1942,11,21,99,1942-11-21,Pennington,Cincinnati,Eighth,Ohio,Ohio,Jordan
Male,37,1983,8,12,100,1983-8-12,Rollins,Peoria,Washington,Arizona,Arizona,Jack
Female,58,1962,7,28,45,1962-7-28,Calderon,Tacoma,Second,Washington,Washington,Lisa
Male,27,1993,3,2,88,1993-3-2,Abbott,Sioux Falls,Fourth,South Dakota,South Dakota,Jeremy
Male,36,1984,7,13,63,1984-7-13,Randall,Springfield,View,Missouri,Missouri,Noah
Male,42,1978,10,17,39,1978-10-17,Sosa,Little Rock,Maple,Arkansas,Arkansas,John
Female,61,1959,9,20,69,1959-9-20,Walls,Savannah,Fifth,Georgia,Georgia,Denise
Female,34,1986,10,15,42,1986-10-15,Norman,Columbus,Park,Ohio,Ohio,Carolyn
Female,74,1946,10,13,83,1946-10-13,Jefferson,Corona,Park,California,California,Deborah
Female,37,1983,3,19,63,1983-3-19,Marshall,Shreveport,Pine,Louisiana,Louisiana,Kelly
Female,59,1961,1,3,24,1961-1-3,Santos,San Francisco,Ninth,California,California,Christine
Male,27,1993,4,17,32,1993-4-17,Waller,Fort Wayne,Sixth,Indiana,Indiana,Vincent
Male,60,1960,11,26,2,1960-11-26,Curtis,Minneapolis,View,Minnesota,Minnesota,Johnny
Male,65,1955,9,24,57,1955-9-24,Melton,Murfreesboro,First,Tennessee,Tennessee,James
Female,81,1939,1,6,13,1939-1-6,Burks,Palmdale,Maple,California,California,Diane
Male,41,1979,7,18,16,1979-7-18,Jefferson,Hollywood,Sixth,Florida,Florida,James
Female,60,1960,7,22,19,1960-7-22,Ryan,Louisville,Washington,Kentucky,Kentucky,Doris
Male,86,1934,8,4,2,1934-8-4,Crane,San Antonio,Main,Texas,Texas,Austin
Female,74,1946,3,19,91,1946-3-19,Welch,Port St. Lucie,Maple,Florida,Florida,Emily
Male,88,1932,3,22,8,1932-3-22,Valenzuela,Columbus,Fifth,Ohio,Ohio,Steven
Male,48,1972,8,19,38,1972-8-19,Obrien,Norfolk,Fifth,Virginia,Virginia,Albert
Male,55,1965,4,8,21,1965-4-8,Shepherd,Arlington,Maple,Texas,Texas,Brandon
Female,19,2001,6,25,30,2001-6-25,Drake,New Orleans,Elm,Louisiana,Louisiana,Angela
Female,18,2002,1,26,11,2002-1-26,Barr,Corona,Fourth,California,California,Laura
Female,49,1971,4,17,69,1971-4-17,Roberts,Glendale,Sixth,Arizona,Arizona,Amy
Female,44,1976,3,22,73,1976-3-22,Dean,Pittsburgh,Seventh,Pennsylvania,Pennsylvania,Maria
Female,74,1946,2,8,67,1946-2-8,Mercado,Providence,Fourth,Rhode Island,Rhode Island,Linda
Male,71,1949,11,18,32,1949-11-18,Pace,Fresno,Pine,California,California,Nicholas
Female,32,1988,8,14,82,1988-8-14,Ball,Virginia Beach,Pine,Virginia,Virginia,Theresa
Female,44,1976,12,20,49,1976-12-20,Randolph,Rockford,Fourth,Illinois,Illinois,Donna
Female,25,1995,1,12,77,1995-1-12,Mccullough,Glendale,Washington,Arizona,Arizona,Melissa
Female,71,1949,9,22,58,1949-9-22,Hays,Anaheim,Second,California,California,Pamela
Male,21,1999,6,20,7,1999-6-20,Fernandez,Salinas,Hill,California,California,Jesse
Male,54,1966,5,1,46,1966-5-1,Byrd,Columbus,Sixth,Ohio,Ohio,Adam
Female,69,1951,9,18,51,1951-9-18,Hendrix,Surprise,Lake,Arizona,Arizona,Gloria
Female,25,1995,7,15,19,1995-7-15,Mann,Worcester,Seventh,Massachusetts,Massachusetts,Kelly
Female,30,1990,9,13,61,1990-9-13,Guerra,Hialeah,Elm,Florida,Florida,Megan
Female,74,1946,11,21,95,1946-11-21,Jensen,Newport News,View,Virginia,Virginia,Barbara
Male,32,1988,2,3,56,1988-2-3,Herman,Virginia Beach,Maple,Virginia,Virginia,Frank
Male,33,1987,8,8,8,1987-8-8,Small,Huntington Beach,First,California,California,Richard
Male,57,1963,2,24,10,1963-2-24,George,Savannah,Main,Georgia,Georgia,Ralph
Female,89,1931,4,4,52,1931-4-4,Mcconnell,Portland,Oak,Oregon,Oregon,Nancy
Male,69,1951,1,26,76,1951-1-26,Shelton,Chula Vista,Hill,California,California,Bruce
Male,62,1958,8,1,91,1958-8-1,Gray,Nashville,Second,Tennessee,Tennessee,David
Female,47,1973,3,8,100,1973-3-8,Holland,Santa Clarita,Lake,California,California,Joan
Male,84,1936,11,11,68,1936-11-11,Bridges,Chesapeake,Fifth,Virginia,Virginia,Jason
Male,56,1964,7,16,56,1964-7-16,Clay,Charlotte,Elm,North Carolina,North Carolina,Nathan
Female,69,1951,5,29,3,1951-5-29,Higgins,Oceanside,Ninth,California,California,Kayla
Female,26,1994,12,11,44,1994-12-11,Stanton,Anaheim,View,California,California,Julie
Female,69,1951,6,4,58,1951-6-4,Talley,Bakersfield,Fourth,California,California,Danielle
Female,25,1995,5,20,1,1995-5-20,Boyle,Colorado Springs,Main,Colorado,Colorado,Dorothy
Female,89,1931,12,1,13,1931-12-1,Flowers,Orlando,Fourth,Florida,Florida,Victoria
Female,61,1959,2,24,49,1959-2-24,Rice,Boston,Washington,Massachusetts,Massachusetts,Charlotte
Male,43,1977,4,6,7,1977-4-6,Noel,Los Angeles,Hill,California,California,Philip
Male,59,1961,2,27,8,1961-2-27,Blevins,Moreno Valley,Second,California,California,Bryan
Male,66,1954,8,2,69,1954-8-2,Welch,Durham,Hill,North Carolina,North Carolina,Thomas
Male,69,1951,2,14,75,1951-2-14,Daniel,Olathe,Hill,Kansas,Kansas,John
Female,66,1954,2,12,88,1954-2-12,Dejesus,Paradise,Third,Nevada,Nevada,Rachel
Female,33,1987,7,24,79,1987-7-24,Andrews,Lubbock,Second,Texas,Texas,Brenda
Male,69,1951,10,11,1,1951-10-11,Case,Santa Clarita,Third,California,California,Nicholas
Male,41,1979,9,30,49,1979-9-30,Compton,Metairie,Elm,Louisiana,Louisiana,Ethan
Female,29,1991,10,10,67,1991-10-10,Washington,Lancaster,Seventh,California,California,Samantha
Female,47,1973,11,13,39,1973-11-13,Puckett,Pittsburgh,View,Pennsylvania,Pennsylvania,Isabella
Male,70,1950,7,15,94,1950-7-15,Weiss,Tacoma,Maple,Washington,Washington,Christian
Female,66,1954,5,23,52,1954-5-23,Lester,Killeen,Cedar,Texas,Texas,Kathleen
Female,26,1994,10,27,70,1994-10-27,Wooten,Peoria,Park,Arizona,Arizona,Mary
Female,53,1967,12,5,56,1967-12-5,Munoz,Stockton,Sixth,California,California,Virginia
Female,89,1931,1,16,58,1931-1-16,Walsh,Plano,Cedar,Texas,Texas,Martha
Female,77,1943,4,9,21,1943-4-9,Rivera,Chattanooga,Elm,Tennessee,Tennessee,Madison
Female,19,2001,3,24,33,2001-3-24,Waters,Peoria,Washington,Arizona,Arizona,Deborah
Female,74,1946,1,21,1,1946-1-21,Bryan,Clarksville,Sixth,Tennessee,Tennessee,Linda
Female,68,1952,12,24,79,1952-12-24,Wynn,Cincinnati,Fourth,Ohio,Ohio,Joyce
Male,89,1931,9,13,11,1931-9-13,Stuart,Jacksonville,Oak,Florida,Florida,Johnny
Male,26,1994,7,1,84,1994-7-1,Winters,Yonkers,Seventh,New York,New York,John
Female,69,1951,12,9,3,1951-12-9,Joyce,Oxnard,First,California,California,Carolyn
Male,61,1959,8,29,75,1959-8-29,Mayo,Tallahassee,Fourth,Florida,Florida,Justin
Female,54,1966,7,1,65,1966-7-1,Logan,San Diego,Washington,California,California,Patricia
Female,85,1935,9,3,86,1935-9-3,Montoya,Spokane,Main,Washington,Washington,Michelle
Female,90,1930,8,27,56,1930-8-27,Carney,San Bernardino,Elm,California,California,Kathryn
Female,45,1975,11,1,65,1975-11-1,Riley,Surprise,Oak,Arizona,Arizona,Laura
Male,83,1937,7,1,67,1937-7-1,Roach,Aurora,Cedar,Colorado,Colorado,Joshua
Female,52,1968,12,27,34,1968-12-27,Cline,Ontario,Cedar,California,California,Sara
Male,55,1965,2,22,21,1965-2-22,Henry,Garden Grove,Park,California,California,Walter
Male,61,1959,8,26,82,1959-8-26,Crane,Miramar,Ninth,Maryland,Florida,Gerald
Male,44,1976,3,16,57,1976-3-16,Williams,Philadelphia,Seventh,Pennsylvania,Pennsylvania,Steven
Male,20,2000,3,28,86,2000-3-28,Dudley,Olathe,Fifth,Kansas,Kansas,Kenneth
Male,47,1973,11,26,98,1973-11-26,Glenn,Elk Grove,Fourth,California,California,Bruce
Male,67,1953,4,1,2,1953-4-1,Curry,Fresno,Seventh,California,California,Jacob
Female,29,1991,8,5,7,1991-8-5,Hardin,Bakersfield,Elm,California,California,Cheryl
Female,50,1970,8,14,25,1970-8-14,Conway,Salinas,Fifth,California,California,Carol
Male,26,1994,6,20,86,1994-6-20,Campos,Akron,Maple,Ohio,Ohio,James
Male,53,1967,2,11,87,1967-2-11,Holland,Worcester,Fourth,Massachusetts,Massachusetts,Jose
Male,32,1988,4,6,98,1988-4-6,Browning,Shreveport,Washington,Louisiana,Louisiana,Christopher
Male,90,1930,9,3,6,1930-9-3,Gomez,Joliet,Maple,Illinois,Illinois,Philip
Female,35,1985,2,5,83,1985-2-5,Berg,Surprise,Sixth,Arizona,Arizona,Susan
Male,62,1958,7,7,83,1958-7-7,Nielsen,Akron,Fourth,Ohio,Ohio,Harold
Male,27,1993,9,25,34,1993-9-25,Harrington,Anchorage,First,Alaska,Alaska,Philip
Female,19,2001,1,23,3,2001-1-23,Lambert,Garland,Maple,Texas,Texas,Joyce
Female,84,1936,6,22,92,1936-6-22,Holman,Pittsburgh,Maple,Pennsylvania,Pennsylvania,Christina
Female,62,1958,11,29,33,1958-11-29,Holcomb,Fayetteville,Pine,North Carolina,North Carolina,Nicole
Female,62,1958,8,7,36,1958-8-7,Barber,Macon County,Fourth,Georgia,Georgia,Janice
Female,73,1947,12,26,38,1947-12-26,Berry,Denton,Oak,Texas,Texas,Carolyn
Female,53,1967,11,8,36,1967-11-8,Mcintosh,Baltimore,Eighth,Maryland,Maryland,Diana
Male,42,1978,12,26,85,1978-12-26,Kennedy,Oxnard,Cedar,California,California,Russell
Male,32,1988,1,31,44,1988-1-31,Maxwell,Moreno Valley,Hill,California,California,Gerald
Female,80,1940,6,19,63,1940-6-19,Harding,Arlington,Washington,Texas,Texas,Kathryn
Female,45,1975,11,2,44,1975-11-2,Moody,Sunnyvale,Hill,California,California,Christine
Female,61,1959,2,11,31,1959-2-11,Wallace,Bakersfield,Fifth,California,California,Anna
Female,56,1964,12,17,78,1964-12-17,Daugherty,Fort Worth,Sixth,Texas,Texas,Jessica
Male,22,1998,4,30,83,1998-4-30,Dennis,Waco,First,Texas,Texas,Austin
Female,25,1995,7,4,89,1995-7-4,Garcia,Shreveport,Oak,Louisiana,Louisiana,Kayla
Female,32,1988,7,9,54,1988-7-9,Deleon,Colorado Springs,Second,Colorado,Colorado,Christina
Female,87,1933,11,6,30,1933-11-6,Casey,Sioux Falls,Lake,South Dakota,South Dakota,Sandra
Male,76,1944,12,28,93,1944-12-28,Goodwin,Bakersfield,Fourth,California,California,Carl
Female,81,1939,9,16,29,1939-9-16,Dotson,Santa Clarita,Elm,California,California,Dorothy
Male,48,1972,10,19,64,1972-10-19,Branch,Ontario,Cedar,California,California,Nicholas
Female,20,2000,5,17,76,2000-5-17,Jefferson,Rancho Cucamonga,Oak,California,California,Christina
Female,69,1951,9,24,97,1951-9-24,Ochoa,Denton,Park,Texas,Texas,Michelle
Female,61,1959,3,3,35,1959-3-3,Peters,Raleigh,Lake,North Carolina,North Carolina,Melissa
Female,75,1945,1,6,43,1945-1-6,Huffman,Fort Worth,Ninth,Texas,Texas,Stephanie
Male,55,1965,1,5,80,1965-1-5,Hood,Austin,Cedar,Texas,Texas,Jordan
Female,45,1975,12,14,87,1975-12-14,Schneider,Macon County,First,Georgia,Georgia,Gloria
Male,53,1967,5,10,71,1967-5-10,Miles,Columbus,Fourth,Ohio,Ohio,Jack
Male,76,1944,8,6,65,1944-8-6,Stewart,Kansas City,Hill,Missouri,Missouri,Kyle
Female,25,1995,6,5,35,1995-6-5,Chan,Salt Lake City,Main,Utah,Utah,Michelle
Female,62,1958,10,14,7,1958-10-14,Payne,Denton,Fourth,Texas,Texas,Hannah
Female,30,1990,12,31,67,1990-12-31,Dennis,Overland Park,Main,Kansas,Kansas,Mary
Female,41,1979,2,6,42,1979-2-6,Figueroa,Houston,Fourth,Texas,Texas,Janice
Female,75,1945,8,1,39,1945-8-1,Delaney,Salt Lake City,First,Utah,Utah,Carol
Female,88,1932,8,3,8,1932-8-3,Mooney,Murfreesboro,Hill,Tennessee,Tennessee,Catherine
Female,18,2002,8,14,82,2002-8-14,Salazar,Salem,Fifth,Oregon,Oregon,Beverly
Female,88,1932,3,9,4,1932-3-9,Pitts,Grand Prairie,First,Texas,Texas,Karen
Female,38,1982,12,24,57,1982-12-24,Burris,Fort Lauderdale,Second,Florida,Florida,Pamela
Male,32,1988,8,9,27,1988-8-9,Le,Atlanta,Fourth,Georgia,Georgia,Bradley
Male,48,1972,1,13,19,1972-1-13,Rosario,Miramar,Park,Florida,Florida,Eugene
Male,44,1976,7,28,56,1976-7-28,Bowman,Newark,Seventh,New Jersey,New Jersey,Jose
Female,41,1979,7,14,88,1979-7-14,Pickett,Augusta,Ninth,Georgia,Georgia,Olivia
Male,42,1978,4,12,31,1978-4-12,Mcfadden,Charlotte,Cedar,North Carolina,North Carolina,Adam
Female,84,1936,1,21,57,1936-1-21,Sanchez,Columbus,Ninth,Ohio,Ohio,Denise
Female,72,1948,10,26,8,1948-10-26,Fletcher,Reno,Washington,Nevada,Nevada,Dorothy
Male,75,1945,1,31,38,1945-1-31,Petty,San Juan,Seventh,Puerto Rico,Puerto Rico,Johnny
Male,32,1988,7,21,97,1988-7-21,Lambert,Kansas City,Fifth,Missouri,Missouri,Kevin
Male,89,1931,8,23,35,1931-8-23,Hooper,Worcester,View,Massachusetts,Massachusetts,Zachary
Male,38,1982,1,28,3,1982-1-28,Craig,Fayetteville,Fifth,North Carolina,North Carolina,Sean
Female,69,1951,1,10,28,1951-1-10,Page,Cape Coral,Fourth,Florida,Florida,Victoria
Male,18,2002,12,14,24,2002-12-14,Raymond,Gilbert,Cedar,Arizona,Arizona,Bruce
Female,80,1940,12,31,81,1940-12-31,Chan,Baton Rouge,Maple,Louisiana,Louisiana,Megan
Female,86,1934,1,30,24,1934-1-30,Hutchinson,Pembroke Pines,Second,Florida,Florida,Jessica
Female,25,1995,1,28,4,1995-1-28,Velasquez,Riverside,View,California,California,Judy
Male,22,1998,6,10,15,1998-6-10,Ratliff,Norfolk,Sixth,Virginia,Virginia,Donald
Male,70,1950,2,11,47,1950-2-11,Serrano,Boise,Oak,Idaho,Idaho,Robert
Female,44,1976,3,16,34,1976-3-16,Hughes,Los Angeles,Cedar,California,California,Ruth
Male,71,1949,5,2,78,1949-5-2,Vega,New Orleans,Ninth,Louisiana,Louisiana,Ethan
Female,58,1962,8,24,71,1962-8-24,Christensen,Lincoln,First,Nebraska,Nebraska,Christina
Female,87,1933,4,5,80,1933-4-5,Bass,Arlington,Seventh,Texas,Texas,Debra
Female,29,1991,3,29,42,1991-3-29,Vaughan,San Jose,Seventh,California,California,Emily
Male,41,1979,3,9,1,1979-3-9,Pacheco,Omaha,Oak,Nebraska,Nebraska,Keith
Female,71,1949,4,8,46,1949-4-8,Christian,San Jose,First,California,California,Cheryl
Female,65,1955,10,23,73,1955-10-23,Meyers,Fayetteville,View,North Carolina,North Carolina,Julia
Male,73,1947,8,25,3,1947-8-25,Short,Irvine,Fourth,California,California,William
Female,20,2000,10,18,23,2000-10-18,Lara,Tallahassee,Cedar,Florida,Florida,Cheryl
Female,45,1975,8,4,60,1975-8-4,Chapman,Sioux Falls,Elm,South Dakota,South Dakota,Lisa
Female,59,1961,8,11,33,1961-8-11,Valenzuela,Springfield,Ninth,Missouri,Missouri,Ashley
Male,63,1957,12,12,36,1957-12-12,Moon,Thornton,Fourth,Colorado,Colorado,Scott
Female,63,1957,6,10,95,1957-6-10,Floyd,Thornton,Oak,Colorado,Colorado,Charlotte
Female,36,1984,7,25,53,1984-7-25,Harper,Detroit,Oak,Michigan,Michigan,Laura
Male,20,2000,10,27,99,2000-10-27,Bradley,Minneapolis,Seventh,Minnesota,Minnesota,Christopher
Female,54,1966,5,10,7,1966-5-10,Salas,Lubbock,Main,Texas,Texas,Sharon
Male,58,1962,4,1,92,1962-4-1,Soto,Lancaster,Cedar,California,California,Bryan
Male,77,1943,6,5,32,1943-6-5,Gordon,Stockton,Fourth,California,California,Michael
Male,49,1971,9,25,49,1971-9-25,Franklin,Rochester,Main,New York,New York,Richard
Female,58,1962,10,14,56,1962-10-14,Craft,Pittsburgh,Fifth,Pennsylvania,Pennsylvania,Doris
Male,50,1970,10,8,84,1970-10-8,Perry,Nashville,Oak,Tennessee,Tennessee,Richard
Female,43,1977,7,6,23,1977-7-6,Macdonald,Santa Clarita,Oak,California,California,Janet
Male,77,1943,10,3,49,1943-10-3,Welch,Fort Worth,View,Texas,Texas,Eric
Male,40,1980,2,23,2,1980-2-23,Floyd,Providence,Eighth,Rhode Island,Rhode Island,Frank
Female,50,1970,11,23,15,1970-11-23,Carson,Garden Grove,Fifth,California,California,Diane
Male,69,1951,6,26,65,1951-6-26,Buckley,Virginia Beach,Eighth,Virginia,Virginia,Jose
Female,29,1991,10,27,68,1991-10-27,Chambers,Irving,First,Texas,Texas,Carol
Male,41,1979,4,9,77,1979-4-9,Schmidt,Corpus Christi,Hill,Texas,Texas,Walter
Female,64,1956,4,6,27,1956-4-6,Wells,Augusta,Fourth,Georgia,Georgia,Charlotte
Male,72,1948,7,28,73,1948-7-28,Berg,Montgomery,Park,Alabama,Alabama,Thomas
Male,24,1996,6,22,40,1996-6-22,Green,Garden Grove,Washington,California,California,Randy
Male,21,1999,7,22,38,1999-7-22,Farmer,Bridgeport,Fifth,Connecticut,Connecticut,Carl
Female,46,1974,5,5,96,1974-5-5,Melton,Tulsa,Third,Oklahoma,Oklahoma,Judith
Female,41,1979,3,9,25,1979-3-9,Baldwin,Gilbert,Hill,Arizona,Arizona,Jacqueline
Male,58,1962,4,11,18,1962-4-11,Glass,Irvine,Pine,California,California,Jeremy
Female,83,1937,7,3,1,1937-7-3,Maddox,Bellevue,Main,Washington,Washington,Pamela
Female,87,1933,11,2,89,1933-11-2,Ross,New York City,Washington,New York,New York,Ann
Female,54,1966,7,20,91,1966-7-20,Bradford,Jackson,View,Mississippi,Mississippi,Rachel
Female,81,1939,9,6,78,1939-9-6,Browning,Birmingham,Second,Alabama,Alabama,Martha
Female,40,1980,2,23,100,1980-2-23,Burns,St. Petersburg,Fifth,Florida,Florida,Joyce
Female,29,1991,1,28,31,1991-1-28,Cobb,Savannah,Main,Georgia,Georgia,Madison
Male,18,2002,4,10,22,2002-4-10,Short,Chandler,Park,Arizona,Arizona,Jerry
Male,62,1958,10,4,81,1958-10-4,Best,Des Moines,Pine,Iowa,Iowa,Louis
Female,88,1932,9,20,57,1932-9-20,Ray,Corona,Third,California,California,Mary
Male,79,1941,5,22,63,1941-5-22,Hubbard,Houston,Third,Texas,Texas,Walter
Male,21,1999,10,28,54,1999-10-28,Blackwell,Cary,Hill,North Carolina,North Carolina,Jason
Female,41,1979,5,28,43,1979-5-28,Morris,Detroit,Cedar,Michigan,Michigan,Nancy
Male,70,1950,11,3,15,1950-11-3,Bridges,Springfield,Park,Missouri,Missouri,Sean
Male,82,1938,12,23,87,1938-12-23,Mcdowell,Roseville,Oak,California,California,William
Female,38,1982,1,9,11,1982-1-9,Craig,Denton,Third,Texas,Texas,Sara
Male,62,1958,11,12,68,1958-11-12,Baker,Enterprise,Third,Nevada,Nevada,Jerry
Female,68,1952,10,4,66,1952-10-4,Flores,Springfield,Third,Missouri,Missouri,Judy
Male,79,1941,6,12,81,1941-6-12,Ruiz,Irving,Sixth,Texas,Texas,Gregory
Male,69,1951,5,31,2,1951-5-31,Myers,Orlando,Cedar,Florida,Florida,James
Male,20,2000,10,26,79,2000-10-26,Bishop,Lancaster,View,California,California,Bruce
Male,57,1963,2,10,93,1963-2-10,Roy,Mobile,Fourth,Alabama,Alabama,Paul
Female,51,1969,11,3,82,1969-11-3,Hatfield,Pomona,Elm,California,California,Helen
Male,76,1944,9,11,10,1944-9-11,Fowler,Midland,Oak,Texas,Texas,Randy
Female,59,1961,1,8,41,1961-1-8,Lopez,Metairie,Second,Louisiana,Louisiana,Sharon
Male,49,1971,12,28,97,1971-12-28,Hardin,Madison,Second,Wisconsin,Wisconsin,Michael
Female,49,1971,5,14,67,1971-5-14,Mccray,Lancaster,Eighth,California,California,Pamela
Female,85,1935,8,2,14,1935-8-2,Crane,Spokane,Seventh,Washington,Washington,Danielle
Female,73,1947,4,24,89,1947-4-24,Lowery,Greensboro,Eighth,North Carolina,North Carolina,Frances
Male,75,1945,9,20,72,1945-9-20,Gibbs,Denton,Third,Texas,Texas,Alan
Female,21,1999,3,28,47,1999-3-28,Bryant,Shreveport,Third,Louisiana,Louisiana,Charlotte
Female,45,1975,2,13,59,1975-2-13,Beard,Olathe,Second,Kansas,Kansas,Barbara
Male,37,1983,4,21,40,1983-4-21,Weaver,Detroit,Washington,Michigan,Michigan,Zachary
Male,38,1982,3,31,76,1982-3-31,Bond,Bayamon,Ninth,Puerto Rico,Puerto Rico,Joseph
Male,90,1930,1,18,15,1930-1-18,Hampton,Albuquerque,Ninth,New Mexico,New Mexico,Brian
Female,54,1966,3,18,77,1966-3-18,Reeves,Garland,Fourth,Texas,Texas,Barbara
Male,77,1943,3,28,69,1943-3-28,Whitehead,Vancouver,Cedar,Washington,Washington,Randy
Male,25,1995,6,25,86,1995-6-25,Campos,Savannah,View,Georgia,Georgia,Gabriel
Male,40,1980,8,29,30,1980-8-29,Mclaughlin,Riverside,Ninth,California,California,Zachary
